시설명,대표자,연락처,주소,지도자,시설면적,운동종류,장애종류,강의명,시간,요일,강사명,기간,차량지원,장애 지원시설,수강료
에블봄,이정은,02-7576-0828,서울 은평구 가좌로 306 5층 501호,1명,152 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도 & 특수체육,16:20 ~ 17:10,수,전인재,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","200,000"
에블봄,이정은,02-7576-0828,서울 은평구 가좌로 306 5층 501호,1명,152 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","[12월] 태권도,체력단련, 특수체육, 체형교정",16:50 ~ 17:40,화,전인재,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","200,000"
에스에스당구장,송인화,02-504-0014,"경기도 과천시 새술막길 38 중앙빌딩, 5층(중앙동)",2명,435 ㎡,기타종목,"지체, 청각/언어, 기타",[12월] 4구당구 입문(초보),10:00 ~ 11:50,"월,목","정회선,,송인화",2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,주출입구 단차없음","50,000"
에스에스당구장,송인화,02-504-0014,"경기도 과천시 새술막길 38 중앙빌딩, 5층(중앙동)",2명,435 ㎡,기타종목,"지체, 청각/언어, 기타",[12월] 4구당구 입문(초보),10:00 ~ 11:50,"화,금","정회선,,송인화",2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,주출입구 단차없음","50,000"
에스에스당구장,송인화,02-504-0014,"경기도 과천시 새술막길 38 중앙빌딩, 5층(중앙동)",2명,435 ㎡,기타종목,"지체, 청각/언어, 기타",[12월] 4구당구 입문(초보),10:00 ~ 11:50,"월,화,목,금","정회선,,송인화",2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,주출입구 단차없음","50,000"
에스엠(SM)당구클럽,김선중,010-6880-8578,광주광역시 북구 설죽로370번길 30 3층 sm당구클럽(오치동),1명,290 ㎡,기타종목,"청각/언어, 지적/자폐",[12월] 당구,18:00 ~ 20:00,"월,화,수,목,금","김선중,,문재권,,박종록",2020.12.01 ~ 2020.12.10,미지원,주출입구 단차없음,"80,000"
에스엠스포츠과학센터,이승엽 김명철,02-611-7573,경기도 부천시 부흥로307번길 23 태정빌딩5층 502호,6명,203 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 건강관리(퍼스널트레이닝),09:30 ~ 19:00,"월,화,수,목,금,토","김**,,박**,,김**",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000"
에스엠스포츠과학센터,이승엽 김명철,02-611-7573,경기도 부천시 부흥로307번길 23 태정빌딩5층 502호,6명,203 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 맞춤운동,09:30 ~ 19:00,"월,화,수,목,금,토,일","김**,,김**,,박**",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000"
에스엠운동재활센터,박보철,032-422-8521,"인천광역시 남동구 남동대로 901 901,401호",명, ㎡,요가,"지체, 지적/자폐, 뇌병변",[12월] 장애인스트레칭1,10:00 ~ 10:50,월,박보철,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
에스엠운동재활센터,박보철,032-422-8521,"인천광역시 남동구 남동대로 901 901,401호",명, ㎡,요가,지적/자폐,[12월] 장애인스트레칭2,10:00 ~ 10:50,금,박보철,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
에스짐,이보령,051-343-4111,부산광역시 북구 의성로 91 3층(덕천동),3명,300 ㎡,헬스,기타,[12월] 근력강화,12:00 ~ 13:00,"월,화,수,목,금,토",김경태,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"60,000"
에이블키즈,김용재,02-6956-0034,서울특별시 관악구 남부순환로218길 27 관전G타워 지하1층(봉천동),3명,169 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 심리운동 특수체육,10:00 ~ 19:00,"월,화,수,목,금","김용재,,백준렬,,이하은",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000"
에이스복싱,박광열,02-723-0401,서울특별시 서대문구 통일로 436 우원빌딩 4층 1호 에이스복싱(홍제동),1명,198 ㎡,복싱,"청각/언어, 기타",[12월] 그룹PT/다이어트복싱,14:00 ~ 10:00,"월,수,금",박광열,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
에이치핏점핑다이어트,이주영,02-7720-7711,"광주광역시 광산구 신창로71번길 33 정문상가 2층 에이치핏점핑다이어트(신창동, 신창2차부영아파트)",1명,35 ㎡,기타종목,기타,[12월] 점핑운동,19:00 ~ 21:00,"월,화,수,목,금",이주영,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"80,000"
"에코-랜드 체육관,수영장",류성택,031-560-1301,경기도 남양주시 다산지금로 91 남양주체육문화센터(이패동),1명,4442 ㎡,수영,지적/자폐,[12월] 어울림B(청소년),18:00 ~ 18:50,"화,목",안대준,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","30,500"
"에코-랜드 체육관,수영장",류성택,031-560-1301,경기도 남양주시 다산지금로 91 남양주체육문화센터(이패동),1명,4442 ㎡,수영,지적/자폐,[12월] 어울림수영A(만7세~12세),18:00 ~ 18:50,"월,수,금",최병성,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","30,500"
"에코-랜드 체육관,수영장",류성택,031-560-1301,경기도 남양주시 다산지금로 91 남양주체육문화센터(이패동),1명,4442 ㎡,헬스,청각/언어,[12월] 헬스(성인),06:00 ~ 21:50,"월,화,수,목,금,토,일","박지영,,김남승,,김민정",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","30,500"
엘리트태권도,한상종,044-864-5377,세종특별자치시 연서면 당산로 349 2층 엘리트태권도,2명,150 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,14:00 ~ 21:00,"월,화,수,목,금",한상종,2020.12.01 ~ 2020.12.10,지원,,"120,000"
엘림아동발달센터,조수미,053-556-6522,"대구광역시 중구 남산로13길 17 보성황실상가 2층 201호(남산동, 보성황실아파트)",4명,110 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 뇌 발달 운동 프로그램,10:00 ~ 19:00,"월,화,수,목,금,토","조수미,,정준현",2020.12.01 ~ 2020.12.10,미지원,,"80,000"
엘림아동발달센터(달서구),김정임,02-652-6522,대구광역시 달서구 송현로 46 2층,3명,213 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 뇌발달 운동프로그램,10:00 ~ 19:00,"월,화,수,목,금,토","김정임,,정준현",2020.12.01 ~ 2020.12.10,미지원,,"80,000"
연산장원태권도,강석찬,02-868-3688,부산광역시 연제구 중앙천로 20 상가 3층 ,1명,126 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,15:00 ~ 20:30,"월,화,수,목,금",강석찬,2020.12.01 ~ 2020.12.10,지원,,"80,000"
연세대석사태권짱,채승민,070-7519-0707,인천광역시 미추홀구 경인로326번길 46 2층(주안동),1명,160 ㎡,태권도,지적/자폐,[12월] 태권도,18:00 ~ 19:00,"월,화,수,목,금",채승민,2020.12.01 ~ 2020.12.10,지원,,"80,000"
연세월드태권도,윤두섭,02-933-2323,서울특별시 노원구 누원로 22 403호(상계동),3명,112 ㎡,태권도,기타,[12월] 태권도(생활체육),13:30 ~ 21:50,"월,화,수,목,금",윤두섭,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000"
영남대혁신태권도,김병재,054-336-7794,영천시 망정1길 186 영남대혁신태권도,2명,330 ㎡,태권도,지적/자폐,[12월] 태권도,14:00 ~ 20:00,"화,수,목,금",김병재,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"130,000"
영도국민체육센터,장인화,02-405-0050,부산광역시 영도구 함지로79번길 6 영도국민체육센터,2명,27236 ㎡,수영,"지체, 청각/언어, 지적/자폐",[12월] [13시]수영 월수금,13:00 ~ 13:50,"월,수,금","[13시]수영,월수금",2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인전용 주차구역","45,000"
영도국민체육센터,장인화,02-405-0050,부산광역시 영도구 함지로79번길 6 영도국민체육센터,2명,27236 ㎡,수영,"지체, 청각/언어, 지적/자폐",[12월] [13시]수영 월수금/2인,13:00 ~ 13:50,"월,수,금","[13시]수영,월수금/2인",2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인전용 주차구역","45,000"
영도국민체육센터,장인화,02-405-0050,부산광역시 영도구 함지로79번길 6 영도국민체육센터,2명,27236 ㎡,수영,"지체, 청각/언어, 지적/자폐",[12월] [13시]수영 주5일,13:00 ~ 13:50,"월,화,수,목,금","[13시]수영,주5일",2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인전용 주차구역","45,000"
영도국민체육센터,장인화,02-405-0050,부산광역시 영도구 함지로79번길 6 영도국민체육센터,2명,27236 ㎡,수영,"지체, 청각/언어, 지적/자폐",[12월] [13시]수영 주5일/2인,13:00 ~ 13:50,"월,화,수,목,금","[13시]수영,주5일",2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인전용 주차구역","45,000"
영아체육관,김귀전,02-597-3000,서울특별시 동작구 사당로 170 2층(사당동),3명,115 ㎡,태권도,"지체, 지적/자폐, 기타",[12월] 2시30분부,14:30 ~ 15:20,"월,화,수,목,금",김성수,2020.12.01 ~ 2020.12.10,지원,,"130,000"
영아체육관,김귀전,02-597-3000,서울특별시 동작구 사당로 170 2층(사당동),3명,115 ㎡,태권도,"지체, 지적/자폐, 기타",[12월] 4시부,16:00 ~ 16:50,"월,화,수,목,금",김성수,2020.12.01 ~ 2020.12.10,지원,,"130,000"
영아체육관,김귀전,02-597-3000,서울특별시 동작구 사당로 170 2층(사당동),3명,115 ㎡,태권도,"지체, 지적/자폐, 기타",[12월] 5시30분부,17:30 ~ 18:20,"월,화,수,목,금",김성수,2020.12.01 ~ 2020.12.10,지원,,"130,000"
영아체육관,김귀전,02-597-3000,서울특별시 동작구 사당로 170 2층(사당동),3명,115 ㎡,태권도,"지체, 지적/자폐, 기타",[12월] 7시부,19:00 ~ 19:50,"월,화,수,목",김성수,2020.12.01 ~ 2020.12.10,지원,,"130,000"
영아체육관,김귀전,02-597-3000,서울특별시 동작구 사당로 170 2층(사당동),3명,115 ㎡,태권도,"지체, 지적/자폐, 기타",[12월] 8시30분부,20:30 ~ 21:20,"월,화,수",김성수,2020.12.01 ~ 2020.12.10,지원,,"130,000"
영아체육관,김귀전,02-597-3000,서울특별시 동작구 사당로 170 2층(사당동),3명,115 ㎡,태권도,"지체, 지적/자폐, 기타",[12월] 9시30분부,21:30 ~ 22:30,"월,화,수",김성수,2020.12.01 ~ 2020.12.10,지원,,"130,000"
영웅체육관,권영훈,042-846-4624,충청북도 충주시 호암대로 128 영웅합기도장  1층(호암동),1명,112 ㎡,합기도,기타,[12월] 합기도,12:00 ~ 12:45,"수,금",권영훈,2020.12.01 ~ 2020.12.10,지원,"장애인전용 주차구역,주출입구 단차없음","80,000"
영웅체육관,권영훈,042-846-4624,충청북도 충주시 호암대로 128 영웅합기도장  1층(호암동),1명,112 ㎡,합기도,기타,[12월] 합기도,12:00 ~ 12:45,"수,금",권영훈,2020.12.01 ~ 2020.12.10,지원,"장애인전용 주차구역,주출입구 단차없음","80,000"
영웅체육관 2관,이재철,02-634-3232,대전광역시 동구 동서대로 1518 3층(삼성동),2명,142 ㎡,태권도,"지체, 지적/자폐, 기타",[12월] 태권도,14:30 ~ 21:30,"월,화,수,목,금",이재철,2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,주출입구 단차없음","80,000"
영웅태권도장용인관,박상근,031-332-5133,경기도 용인시 처인구 고림로200번길 1 포비프라자2층 영웅태권도장용인관(고림동),1명,132 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도품새와격파,11:00 ~ 12:00,"화,목",박상근,2020.12.01 ~ 2020.12.10,지원,,"80,000"
영웅태권도전문도장,김인호,031-837-5657,경기도 의정부시 호암로 237 고구려빌딩3층영웅태권도장(호원동),2명,154 ㎡,태권도,기타,[12월] 태권도,02:30 ~ 20:30,"월,화,수,목,금",김인호,2020.12.01 ~ 2020.12.10,지원,,"140,000"
영킴스태권도,송용섭,052-252-8847,울산광역시 동구 바드래길 58 1층 영킴스태권도(전하동),1명,99173 ㎡,태권도,"지체, 청각/언어",[12월] 태권도,15:30 ~ 22:00,"월,화,수,목,금",송용섭,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"80,000"
영화 탁구클럽,김회원,02-251-7989,"광주광역시 북구 동문대로 162  , 6층 영화탁구클럽(두암동)",2명,299 ㎡,탁구,"지체, 청각/언어, 지적/자폐, 뇌병변",[12월] 탁구,06:00 ~ 22:00,"월,화,수,목,금,토,일",김회원,2020.12.01 ~ 2020.12.10,미지원,,"70,000"
예당검도관,송경은,02-571-0086,경기도 남양주시 진접읍 해밀예당3로 59 폴리플라자 301호,1명,483 ㎡,검도,지적/자폐,[12월] 어울림검도, ~ ,"월,화,수,목,금",,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터","130,000"
오남체육문화센터,류성택,031-560-1301,경기도 남양주시 다산지금로 91 남양주체육문화센터(이패동),1명,4442 ㎡,수영,지적/자폐,[12월] 어울림B(청소년),18:00 ~ 18:50,"화,목",안대준,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","30,500"
오남체육문화센터,류성택,031-560-1301,경기도 남양주시 다산지금로 91 남양주체육문화센터(이패동),1명,4442 ㎡,수영,지적/자폐,[12월] 어울림수영A(만7세~12세),18:00 ~ 18:50,"월,수,금",최병성,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","30,500"
오남체육문화센터,류성택,031-560-1301,경기도 남양주시 다산지금로 91 남양주체육문화센터(이패동),1명,4442 ㎡,헬스,청각/언어,[12월] 헬스(성인),06:00 ~ 21:50,"월,화,수,목,금,토,일","박지영,,김남승,,김민정",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","30,500"
오름특수체육연구소,이상희,055-311-3161,경상남도 김해시 율하2로 264 한림프라자 2층 오름특수체육연구소(관동동),2명,291 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 개별강좌,13:30 ~ 14:20,"월,화,수,목,금,토","심용현,,윤지현",2020.12.01 ~ 2020.12.10,미지원,,"40,000"
오름특수체육연구소,이상희,055-311-3161,경상남도 김해시 율하2로 264 한림프라자 2층 오름특수체육연구소(관동동),2명,291 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 개별강좌,17:30 ~ 18:20,"월,화,수,목,금,토","심용현,,윤지현",2020.12.01 ~ 2020.12.10,미지원,,"40,000"
오름특수체육연구소,이상희,055-311-3161,경상남도 김해시 율하2로 264 한림프라자 2층 오름특수체육연구소(관동동),2명,291 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 그룹강좌,14:30 ~ 15:20,"월,화,수,목,금,토","심용현,,윤지현",2020.12.01 ~ 2020.12.10,미지원,,"40,000"
오름특수체육연구소,이상희,055-311-3161,경상남도 김해시 율하2로 264 한림프라자 2층 오름특수체육연구소(관동동),2명,291 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 그룹강좌,15:30 ~ 16:20,"월,화,수,목,금,토","심용현,,윤지현",2020.12.01 ~ 2020.12.10,미지원,,"40,000"
오름특수체육연구소,이상희,055-311-3161,경상남도 김해시 율하2로 264 한림프라자 2층 오름특수체육연구소(관동동),2명,291 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 그룹강좌,16:30 ~ 17:20,"월,화,수,목,금,토","심용현,,윤지현",2020.12.01 ~ 2020.12.10,미지원,,"40,000"
오름특수체육연구소,이상희,055-311-3161,경상남도 김해시 율하2로 264 한림프라자 2층 오름특수체육연구소(관동동),2명,291 ㎡,기타종목,기타,[12월] 일반체육(방과후 체육),21:00 ~ 22:00,"월,화,수,목,금,토","심용현,,윤지현",2020.12.01 ~ 2020.12.10,미지원,,"40,000"
오름특수체육연구소,이상희,055-311-3161,경상남도 김해시 율하2로 264 한림프라자 2층 오름특수체육연구소(관동동),2명,291 ㎡,기타종목,기타,[12월] 일반체육(방과후체육),17:30 ~ 18:20,"월,화,수,목,금,토","심용현,,윤지현",2020.12.01 ~ 2020.12.10,미지원,,"40,000"
